,bike_name,price,kms_driven,owner,age,power,brand
19010,Hero Passion 100cc,18000.0,3869.0,First Owner,16.0,100.0,Hero
19011,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,8.0,200.0,Bajaj
19012,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,7.0,220.0,Bajaj
19013,Hero Hunk Rear,25000.0,48587.0,First Owner,8.0,150.0,Hero
19014,Bajaj Avenger Street,70000.0,8000.0,First Owner,5.0,220.0,Bajaj
19015,Honda CB Hornet,87000.0,140.0,First Owner,3.0,160.0,Honda
19016,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,15.0,150.0,Bajaj
19017,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,12.0,150.0,Yamaha
19018,Hero CD Deluxe,18000.0,22824.0,First Owner,8.0,100.0,Hero
19019,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,15.0,150.0,Bajaj
19020,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,9.0,220.0,Bajaj
19021,Bajaj Avenger Street,80000.0,7127.0,First Owner,5.0,220.0,Bajaj
19022,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19023,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19024,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19025,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19026,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19027,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19028,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19029,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19030,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19031,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19032,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19033,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19034,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19035,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19036,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19037,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19038,Yamaha FZ 150cc,45000.0,18742.0,First Owner,6.0,150.0,Yamaha
19039,Honda CB Trigger,43000.0,42837.0,First Owner,8.0,150.0,Honda
19040,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,9.0,150.0,Yamaha
19041,Hero CBZ Xtreme,11900.0,34968.0,First Owner,14.0,150.0,Hero
19042,Hero Passion 100cc,18000.0,3869.0,First Owner,16.0,100.0,Hero
19043,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,8.0,200.0,Bajaj
19044,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,7.0,220.0,Bajaj
19045,Hero Hunk Rear,25000.0,48587.0,First Owner,8.0,150.0,Hero
19046,Bajaj Avenger Street,70000.0,8000.0,First Owner,5.0,220.0,Bajaj
19047,Honda CB Hornet,87000.0,140.0,First Owner,3.0,160.0,Honda
19048,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,15.0,150.0,Bajaj
19049,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,12.0,150.0,Yamaha
19050,Hero CD Deluxe,18000.0,22824.0,First Owner,8.0,100.0,Hero
19051,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,15.0,150.0,Bajaj
19052,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,9.0,220.0,Bajaj
19053,Bajaj Avenger Street,80000.0,7127.0,First Owner,5.0,220.0,Bajaj
19054,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19055,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19056,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19057,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19058,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19059,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19060,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19061,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19062,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19063,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19064,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19065,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19066,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19067,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19068,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19069,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19070,Yamaha FZ 150cc,45000.0,18742.0,First Owner,6.0,150.0,Yamaha
19071,Honda CB Trigger,43000.0,42837.0,First Owner,8.0,150.0,Honda
19072,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,9.0,150.0,Yamaha
19073,Hero CBZ Xtreme,11900.0,34968.0,First Owner,14.0,150.0,Hero
19074,Hero Passion 100cc,18000.0,3869.0,First Owner,16.0,100.0,Hero
19075,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,8.0,200.0,Bajaj
19076,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,7.0,220.0,Bajaj
19077,Hero Hunk Rear,25000.0,48587.0,First Owner,8.0,150.0,Hero
19078,Bajaj Avenger Street,70000.0,8000.0,First Owner,5.0,220.0,Bajaj
19079,Honda CB Hornet,87000.0,140.0,First Owner,3.0,160.0,Honda
19080,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,15.0,150.0,Bajaj
19081,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,12.0,150.0,Yamaha
19082,Hero CD Deluxe,18000.0,22824.0,First Owner,8.0,100.0,Hero
19083,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,15.0,150.0,Bajaj
19084,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,9.0,220.0,Bajaj
19085,Bajaj Avenger Street,80000.0,7127.0,First Owner,5.0,220.0,Bajaj
19086,Yamaha FZ 150cc,45000.0,18742.0,First Owner,6.0,150.0,Yamaha
19087,Honda CB Trigger,43000.0,42837.0,First Owner,8.0,150.0,Honda
19088,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,9.0,150.0,Yamaha
19089,Hero CBZ Xtreme,11900.0,34968.0,First Owner,14.0,150.0,Hero
19090,Hero Passion 100cc,18000.0,3869.0,First Owner,16.0,100.0,Hero
19091,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,8.0,200.0,Bajaj
19092,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,7.0,220.0,Bajaj
19093,Hero Hunk Rear,25000.0,48587.0,First Owner,8.0,150.0,Hero
19094,Bajaj Avenger Street,70000.0,8000.0,First Owner,5.0,220.0,Bajaj
19095,Honda CB Hornet,87000.0,140.0,First Owner,3.0,160.0,Honda
19096,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,15.0,150.0,Bajaj
19097,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,12.0,150.0,Yamaha
19098,Hero CD Deluxe,18000.0,22824.0,First Owner,8.0,100.0,Hero
19099,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,15.0,150.0,Bajaj
19100,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,9.0,220.0,Bajaj
19101,Bajaj Avenger Street,80000.0,7127.0,First Owner,5.0,220.0,Bajaj
19102,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19103,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19104,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19105,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19106,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19107,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19108,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19109,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19110,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19111,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19112,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19113,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19114,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19115,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19116,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19117,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19118,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19119,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19120,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19121,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19122,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19123,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19124,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19125,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19126,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19127,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19128,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19129,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19130,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19131,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19132,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19133,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19134,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19135,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19136,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19137,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19138,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19139,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19140,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19141,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19142,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19143,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19144,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19145,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19146,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19147,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19148,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19149,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19150,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19151,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19152,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19153,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19154,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19155,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19156,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19157,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19158,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19159,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19160,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19161,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19162,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19163,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19164,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19165,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19166,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19167,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19168,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19169,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19170,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19171,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19172,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19173,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19174,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19175,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19176,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19177,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19178,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19179,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19180,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19181,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19182,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19183,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19184,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19185,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19186,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19187,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19188,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19189,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19190,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19191,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19192,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19193,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19194,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19195,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19196,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19197,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19198,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19199,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19200,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19201,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19202,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19203,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19204,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19205,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19206,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19207,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19208,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19209,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19210,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19211,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19212,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19213,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19214,Yamaha FZ 150cc,45000.0,18742.0,First Owner,6.0,150.0,Yamaha
19215,Honda CB Trigger,43000.0,42837.0,First Owner,8.0,150.0,Honda
19216,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,9.0,150.0,Yamaha
19217,Hero CBZ Xtreme,11900.0,34968.0,First Owner,14.0,150.0,Hero
19218,Hero Passion 100cc,18000.0,3869.0,First Owner,16.0,100.0,Hero
19219,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,8.0,200.0,Bajaj
19220,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,7.0,220.0,Bajaj
19221,Hero Hunk Rear,25000.0,48587.0,First Owner,8.0,150.0,Hero
19222,Bajaj Avenger Street,70000.0,8000.0,First Owner,5.0,220.0,Bajaj
19223,Honda CB Hornet,87000.0,140.0,First Owner,3.0,160.0,Honda
19224,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,15.0,150.0,Bajaj
19225,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,12.0,150.0,Yamaha
19226,Hero CD Deluxe,18000.0,22824.0,First Owner,8.0,100.0,Hero
19227,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,15.0,150.0,Bajaj
19228,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,9.0,220.0,Bajaj
19229,Bajaj Avenger Street,80000.0,7127.0,First Owner,5.0,220.0,Bajaj
19230,Yamaha FZ 150cc,45000.0,18742.0,First Owner,6.0,150.0,Yamaha
19231,Honda CB Trigger,43000.0,42837.0,First Owner,8.0,150.0,Honda
19232,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,9.0,150.0,Yamaha
19233,Hero CBZ Xtreme,11900.0,34968.0,First Owner,14.0,150.0,Hero
19234,Hero Passion 100cc,18000.0,3869.0,First Owner,16.0,100.0,Hero
19235,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,8.0,200.0,Bajaj
19236,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,7.0,220.0,Bajaj
19237,Hero Hunk Rear,25000.0,48587.0,First Owner,8.0,150.0,Hero
19238,Bajaj Avenger Street,70000.0,8000.0,First Owner,5.0,220.0,Bajaj
19239,Honda CB Hornet,87000.0,140.0,First Owner,3.0,160.0,Honda
19240,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,15.0,150.0,Bajaj
19241,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,12.0,150.0,Yamaha
19242,Hero CD Deluxe,18000.0,22824.0,First Owner,8.0,100.0,Hero
19243,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,15.0,150.0,Bajaj
19244,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,9.0,220.0,Bajaj
19245,Bajaj Avenger Street,80000.0,7127.0,First Owner,5.0,220.0,Bajaj
19246,Yamaha FZ 150cc,45000.0,18742.0,First Owner,6.0,150.0,Yamaha
19247,Honda CB Trigger,43000.0,42837.0,First Owner,8.0,150.0,Honda
19248,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,9.0,150.0,Yamaha
19249,Hero CBZ Xtreme,11900.0,34968.0,First Owner,14.0,150.0,Hero
19250,Hero Passion 100cc,18000.0,3869.0,First Owner,16.0,100.0,Hero
19251,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,8.0,200.0,Bajaj
19252,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,7.0,220.0,Bajaj
19253,Hero Hunk Rear,25000.0,48587.0,First Owner,8.0,150.0,Hero
19254,Bajaj Avenger Street,70000.0,8000.0,First Owner,5.0,220.0,Bajaj
19255,Honda CB Hornet,87000.0,140.0,First Owner,3.0,160.0,Honda
19256,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,15.0,150.0,Bajaj
19257,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,12.0,150.0,Yamaha
19258,Hero CD Deluxe,18000.0,22824.0,First Owner,8.0,100.0,Hero
19259,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,15.0,150.0,Bajaj
19260,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,9.0,220.0,Bajaj
19261,Bajaj Avenger Street,80000.0,7127.0,First Owner,5.0,220.0,Bajaj
19262,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19263,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19264,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19265,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19266,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19267,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19268,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19269,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19270,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19271,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19272,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19273,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19274,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19275,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19276,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19277,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19278,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19279,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19280,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19281,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19282,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19283,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19284,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19285,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19286,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19287,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19288,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19289,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19290,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19291,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19292,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19293,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19294,Bajaj Platina 100cc,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
19295,Suzuki Slingshot Plus,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
19296,Yamaha SZ-RR 150cc,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
19297,Bajaj Avenger Street,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
19298,Royal Enfield Classic,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
19299,Royal Enfield Thunderbird,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
19300,Suzuki Zeus 125cc,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
19301,Bajaj Pulsar 150cc,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
19302,Hero Passion Pro,32000.0,12000.0,First Owner,6.0,100.0,Hero
19303,Bajaj Avenger 220cc,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
19304,Hero Passion 100cc,15000.0,35000.0,Second Owner,19.0,100.0,Hero
19305,Hero Passion Pro,39000.0,22000.0,First Owner,4.0,100.0,Hero
19306,TVS Apache RTR,30000.0,6639.0,First Owner,9.0,180.0,TVS
19307,Bajaj Avenger Street,60000.0,20373.0,First Owner,6.0,220.0,Bajaj
19308,Hero Super Splendor,15600.0,84186.0,First Owner,16.0,125.0,Hero
19309,Bajaj Pulsar 150cc,22000.0,60857.0,First Owner,13.0,150.0,Bajaj
19310,Yamaha FZ 150cc,45000.0,18742.0,First Owner,6.0,150.0,Yamaha
19311,Honda CB Trigger,43000.0,42837.0,First Owner,8.0,150.0,Honda
19312,Yamaha YZF-R15 2.0,55000.0,27000.0,First Owner,9.0,150.0,Yamaha
19313,Hero CBZ Xtreme,11900.0,34968.0,First Owner,14.0,150.0,Hero
19314,Hero Passion 100cc,18000.0,3869.0,First Owner,16.0,100.0,Hero
19315,Bajaj Pulsar NS200,48000.0,41939.0,First Owner,8.0,200.0,Bajaj
19316,Bajaj Avenger 220cc,50000.0,29134.0,First Owner,7.0,220.0,Bajaj
19317,Hero Hunk Rear,25000.0,48587.0,First Owner,8.0,150.0,Hero
19318,Bajaj Avenger Street,70000.0,8000.0,First Owner,5.0,220.0,Bajaj
19319,Honda CB Hornet,87000.0,140.0,First Owner,3.0,160.0,Honda
19320,Bajaj Pulsar 150cc,10000.0,64955.0,First Owner,15.0,150.0,Bajaj
19321,Yamaha Fazer 150cc,25000.0,65000.0,First Owner,12.0,150.0,Yamaha
19322,Hero CD Deluxe,18000.0,22824.0,First Owner,8.0,100.0,Hero
19323,Bajaj Pulsar 150cc,14227.0,36000.0,First Owner,15.0,150.0,Bajaj
19324,Bajaj Avenger 220cc,35000.0,60000.0,First Owner,9.0,220.0,Bajaj
19325,Bajaj Avenger Street,80000.0,7127.0,First Owner,5.0,220.0,Bajaj
