,bike_name,price,kms_driven,owner,age,power,brand
0,TVS Star City,35000.0,17654.0,First Owner,3.0,110.0,TVS
1,TVS Apache RTR,65000.0,16329.0,First Owner,4.0,180.0,TVS
2,Yamaha FZ S,80000.0,10000.0,First Owner,3.0,150.0,Yamaha
3,Yamaha FZs 150cc,53499.0,25000.0,First Owner,6.0,150.0,Yamaha
4,Honda CB Hornet,85000.0,8200.0,First Owner,3.0,160.0,Honda
5,Hero Splendor Plus,45000.0,12645.0,First Owner,3.0,100.0,Hero
6,Royal Enfield Classic,88000.0,19000.0,Second Owner,7.0,500.0,Royal Enfield
7,Yamaha YZF-R15 2.0,72000.0,20000.0,First Owner,7.0,150.0,Yamaha
8,Bajaj Pulsar NS200,78000.0,9900.0,First Owner,4.0,200.0,Bajaj
9,Bajaj Discover 100M,29499.0,20000.0,First Owner,8.0,100.0,Bajaj
10,Bajaj Discover 125M,29900.0,20000.0,First Owner,7.0,125.0,Bajaj
11,Suzuki Gixxer SF,48000.0,24725.0,First Owner,5.0,150.0,Suzuki
12,Bajaj Discover 125M,29900.0,20000.0,First Owner,7.0,125.0,Bajaj
13,Suzuki Gixxer SF,48000.0,24725.0,First Owner,5.0,150.0,Suzuki
14,Hero Splendor iSmart,46500.0,3500.0,First Owner,2.0,110.0,Hero
15,Yamaha FZ V,45000.0,23000.0,First Owner,6.0,150.0,Yamaha
16,Bajaj Pulsar NS200,78000.0,9900.0,First Owner,4.0,200.0,Bajaj
17,Hero Super Splendor,20000.0,29305.0,First Owner,16.0,125.0,Hero
18,Honda CBF Stunner,20800.0,30500.0,Second Owner,7.0,125.0,Honda
19,Bajaj Pulsar 150cc,50000.0,19000.0,First Owner,8.0,150.0,Bajaj
20,Honda X-Blade 160CC,81200.0,9100.0,First Owner,2.0,160.0,Honda
21,Bajaj Pulsar NS200,88000.0,21914.0,First Owner,3.0,200.0,Bajaj
22,Yamaha YZF-R15 2.0,80000.0,20000.0,Second Owner,4.0,150.0,Yamaha
23,Bajaj Avenger 220cc,40900.0,15000.0,First Owner,6.0,220.0,Bajaj
24,Honda CB Unicorn,40000.0,30000.0,First Owner,8.0,150.0,Honda
25,KTM Duke 200cc,70000.0,100000.0,Second Owner,8.0,200.0,KTM
26,Honda CBR 150R,65000.0,43000.0,First Owner,6.0,150.0,Honda
27,Royal Enfield Thunderbird,70000.0,45000.0,First Owner,8.0,350.0,Royal Enfield
28,Bajaj Avenger 220cc,45000.0,36100.0,First Owner,6.0,220.0,Bajaj
29,Royal Enfield Bullet,78000.0,8500.0,First Owner,13.0,350.0,Royal Enfield
30,Royal Enfield Classic,85000.0,18000.0,First Owner,6.0,350.0,Royal Enfield
31,Bajaj Pulsar NS200,38000.0,35000.0,First Owner,9.0,200.0,Bajaj
32,Royal Enfield Thunderbird,55346.0,38000.0,First Owner,10.0,350.0,Royal Enfield
33,Mahindra Centuro NXT,28000.0,45000.0,First Owner,2.0,110.0,Mahindra
34,Hero Hunk 150cc,37000.0,10800.0,First Owner,8.0,150.0,Hero
35,Yamaha FZ 150cc,40000.0,357000.0,First Owner,8.0,150.0,Yamaha
36,TVS Apache RTR,60000.0,30000.0,First Owner,5.0,160.0,TVS
37,Honda CB Shine,21900.0,30000.0,Second Owner,7.0,125.0,Honda
38,Bajaj Avenger 220cc,40000.0,64000.0,First Owner,7.0,220.0,Bajaj
39,Honda Dream Yuga,34500.0,17056.0,First Owner,5.0,110.0,Honda
40,Yamaha SZ 150cc,25000.0,172082.0,First Owner,9.0,150.0,Yamaha
41,Suzuki Gixxer 150cc,30200.0,45000.0,First Owner,7.0,150.0,Suzuki
42,Bajaj Avenger Cruise,65000.0,35000.0,First Owner,5.0,220.0,Bajaj
43,Bajaj Pulsar 150cc,25000.0,38000.0,First Owner,9.0,150.0,Bajaj
44,Bajaj Pulsar 220cc,80000.0,6000.0,First Owner,3.0,220.0,Bajaj
45,Royal Enfield Thunderbird,88000.0,19000.0,First Owner,5.0,350.0,Royal Enfield
46,Hero CD Deluxe,12200.0,46643.0,First Owner,14.0,100.0,Hero
47,Bajaj Pulsar 220cc,29500.0,40700.0,First Owner,12.0,220.0,Bajaj
48,Bajaj Platina 125cc,27000.0,44410.0,First Owner,10.0,125.0,Bajaj
49,Royal Enfield Thunderbird,65000.0,9800.0,First Owner,11.0,350.0,Royal Enfield
50,Hero Karizma ZMR,55786.0,68000.0,Second Owner,7.0,223.0,Hero
51,Bajaj Pulsar 180cc,45000.0,17757.0,First Owner,8.0,180.0,Bajaj
52,Bajaj CT 100,30000.0,8250.0,First Owner,3.0,100.0,Bajaj
53,Yamaha YZF-R15 2.0,82000.0,4300.0,Second Owner,3.0,150.0,Yamaha
54,Honda CB Shine,38000.0,33000.0,First Owner,7.0,125.0,Honda
55,Bajaj Pulsar 135LS,14700.0,10000.0,First Owner,11.0,135.0,Bajaj
56,Royal Enfield Thunderbird,85000.0,54000.0,First Owner,6.0,350.0,Royal Enfield
57,Bajaj Pulsar 220F,40000.0,27000.0,First Owner,7.0,220.0,Bajaj
58,Yamaha FZ16 150cc,50000.0,19000.0,First Owner,6.0,150.0,Yamaha
59,Royal Enfield Thunderbird,71800.0,43500.0,First Owner,7.0,350.0,Royal Enfield
60,Royal Enfield Thunderbird,71800.0,43500.0,First Owner,7.0,350.0,Royal Enfield
61,Bajaj Pulsar NS200,75000.0,11575.0,First Owner,4.0,200.0,Bajaj
62,Bajaj V15 150cc,47000.0,8600.0,First Owner,4.0,150.0,Bajaj
63,Bajaj Pulsar 150cc,60000.0,2000.0,First Owner,2.0,150.0,Bajaj
64,Hero Splendor plus,31900.0,9000.0,First Owner,5.0,100.0,Hero
65,Bajaj Pulsar 150cc,35000.0,44480.0,First Owner,13.0,150.0,Bajaj
66,Honda CBR 250R,68000.0,16000.0,First Owner,7.0,250.0,Honda
67,Bajaj Pulsar RS200,80000.0,26691.0,First Owner,5.0,200.0,Bajaj
68,Bajaj Pulsar 150cc,11100.0,12000.0,Third Owner,12.0,150.0,Bajaj
69,Suzuki Gixxer 150cc,65000.0,41000.0,First Owner,3.0,150.0,Suzuki
70,Yamaha FZ S,60000.0,15000.0,First Owner,5.0,150.0,Yamaha
71,Honda CBR 150R,80000.0,12314.0,First Owner,4.0,150.0,Honda
72,Hero Splendor Plus,46000.0,11760.0,First Owner,3.0,100.0,Hero
73,Bajaj V15 150cc,55000.0,4400.0,First Owner,4.0,150.0,Bajaj
74,Yamaha YZF-R15 S,63000.0,16000.0,First Owner,5.0,150.0,Yamaha
75,Bajaj V15 150cc,51000.0,9000.0,First Owner,4.0,150.0,Bajaj
76,TVS Apache RTR,69900.0,8700.0,First Owner,3.0,160.0,TVS
77,Honda CB ShineSP,35900.0,19000.0,First Owner,5.0,125.0,Honda
78,Honda CBR 250R,67000.0,13000.0,First Owner,9.0,250.0,Honda
79,Hero Passion Pro,29339.0,12771.0,First Owner,4.0,100.0,Hero
80,Hero Splendor Plus,19695.0,51576.0,First Owner,6.0,100.0,Hero
81,Hero Splendor iSmart,48672.0,608.0,First Owner,2.0,110.0,Hero
82,Honda CBR 150R,40000.0,13680.0,First Owner,9.0,150.0,Honda
83,Bajaj Pulsar NS200,57000.0,28948.0,First Owner,5.0,200.0,Bajaj
84,Royal Enfield Electra,72500.0,10000.0,First Owner,10.0,350.0,Royal Enfield
85,KTM Duke 200cc,68000.0,16000.0,First Owner,9.0,200.0,KTM
86,TVS Phoenix Disc,21500.0,10500.0,First Owner,5.0,125.0,TVS
87,TVS Apache RTR,40000.0,20000.0,First Owner,6.0,160.0,TVS
88,Suzuki Gixxer SF,47000.0,70000.0,First Owner,6.0,150.0,Suzuki
89,Suzuki Gixxer 150cc,53000.0,18158.0,First Owner,6.0,150.0,Suzuki
90,Suzuki Gixxer 150cc,51000.0,39140.0,First Owner,5.0,150.0,Suzuki
91,Bajaj Pulsar 220F,48000.0,27776.0,First Owner,8.0,220.0,Bajaj
92,Bajaj Pulsar 220cc,55000.0,32734.0,First Owner,6.0,220.0,Bajaj
93,Royal Enfield Bullet,77000.0,13000.0,First Owner,8.0,350.0,Royal Enfield
94,Bajaj Discover 150cc,36000.0,39500.0,First Owner,7.0,150.0,Bajaj
95,Bajaj Avenger Street,72000.0,29500.0,First Owner,4.0,220.0,Bajaj
96,Honda CB Shine,65000.0,2000.0,First Owner,3.0,125.0,Honda
97,Yamaha YZF-R15 2.0,68500.0,68500.0,Second Owner,7.0,150.0,Yamaha
98,Bajaj Pulsar NS,46000.0,37128.0,First Owner,7.0,200.0,Bajaj
99,Hero Super Splendor,30000.0,16166.0,First Owner,6.0,125.0,Hero
100,Royal Enfield Classic,85000.0,14704.0,First Owner,6.0,350.0,Royal Enfield
101,Bajaj V15 150cc,50000.0,9200.0,First Owner,4.0,150.0,Bajaj
102,Royal Enfield Thunderbird,66000.0,19756.0,First Owner,8.0,350.0,Royal Enfield
103,Royal Enfield Bullet,77000.0,13000.0,First Owner,8.0,350.0,Royal Enfield
104,Bajaj Pulsar NS200,57000.0,28948.0,First Owner,5.0,200.0,Bajaj
105,Royal Enfield Electra,72500.0,10000.0,First Owner,10.0,350.0,Royal Enfield
106,Honda X-Blade 160cc,80000.0,12000.0,First Owner,2.0,160.0,Honda
107,Yamaha FZ S,80000.0,3500.0,First Owner,3.0,150.0,Yamaha
108,Suzuki Gixxer SF,75000.0,11050.0,First Owner,4.0,150.0,Suzuki
109,Hero Super Splendor,43778.0,948.0,First Owner,2.0,125.0,Hero
110,Yamaha FZ V,68000.0,10407.0,First Owner,5.0,150.0,Yamaha
111,Bajaj Discover 125ST,27000.0,23000.0,First Owner,8.0,125.0,Bajaj
112,Hero Splendor Plus,48500.0,5500.0,First Owner,2.0,100.0,Hero
113,Hero Karizma 223cc,15000.0,38000.0,First Owner,15.0,223.0,Hero
114,Yamaha FZs 150cc,62000.0,11227.0,First Owner,3.0,150.0,Yamaha
115,Hero Splendor 100cc,25000.0,45000.0,First Owner,9.0,100.0,Hero
116,Bajaj Avenger Street,47500.0,30000.0,First Owner,5.0,220.0,Bajaj
117,Yamaha Fazer 150cc,21000.0,38000.0,First Owner,9.0,150.0,Yamaha
118,Yamaha Gladiator 125cc,18000.0,22000.0,First Owner,12.0,125.0,Yamaha
119,Hero Karizma R,36000.0,54560.0,First Owner,8.0,223.0,Hero
120,Yamaha FZ 150cc,52000.0,33150.0,First Owner,6.0,150.0,Yamaha
121,TVS Apache RTR,68000.0,12077.0,First Owner,5.0,200.0,TVS
122,Bajaj Pulsar 220cc,80000.0,5000.0,First Owner,4.0,220.0,Bajaj
123,TVS Apache RTR,85000.0,16000.0,First Owner,2.0,160.0,TVS
124,Hero HF Deluxe,60000.0,4000.0,First Owner,2.0,100.0,Hero
125,KTM Duke 200cc,85000.0,15000.0,First Owner,7.0,200.0,KTM
126,Bajaj Pulsar 220cc,86000.0,15000.0,First Owner,3.0,220.0,Bajaj
127,Suzuki Gixxer SF,83000.0,500.0,First Owner,3.0,150.0,Suzuki
128,KTM Duke 200cc,85000.0,15000.0,First Owner,7.0,200.0,KTM
129,Bajaj Pulsar 220cc,86000.0,15000.0,First Owner,3.0,220.0,Bajaj
130,Suzuki Gixxer SF,83000.0,500.0,First Owner,3.0,150.0,Suzuki
131,Bajaj Pulsar 180cc,28000.0,35251.0,First Owner,12.0,180.0,Bajaj
132,Hero Splendor Plus,14500.0,35000.0,First Owner,14.0,100.0,Hero
133,Hero Splendor iSmart,32000.0,22000.0,First Owner,5.0,110.0,Hero
134,Bajaj Pulsar 180cc,62500.0,26000.0,First Owner,5.0,180.0,Bajaj
135,Bajaj Platina 100cc,24500.0,15000.0,First Owner,6.0,100.0,Bajaj
136,TVS Apache RTR,78500.0,26000.0,First Owner,4.0,200.0,TVS
137,TVS Star City,28000.0,28428.0,First Owner,9.0,110.0,TVS
138,Bajaj Platina Alloy,29500.0,15798.0,First Owner,4.0,100.0,Bajaj
139,Bajaj Avenger Street,45400.0,23000.0,Second Owner,5.0,220.0,Bajaj
140,Yamaha FZs 150cc,30000.0,50000.0,First Owner,6.0,150.0,Yamaha
141,Bajaj Platina 100cc,22000.0,22000.0,First Owner,6.0,100.0,Bajaj
142,Bajaj V15 150cc,55000.0,3000.0,First Owner,4.0,150.0,Bajaj
143,Bajaj Discover 125ST,20000.0,55000.0,First Owner,9.0,125.0,Bajaj
144,Hero Splendor iSmart,56000.0,16500.0,First Owner,4.0,110.0,Hero
145,TVS Sport 100cc,28000.0,36000.0,First Owner,5.0,100.0,TVS
146,Hero Super Splendor,44000.0,7329.0,First Owner,3.0,125.0,Hero
147,Royal Enfield Bullet,78000.0,20000.0,First Owner,8.0,350.0,Royal Enfield
148,Honda CBF Stunner,18787.0,28164.0,First Owner,10.0,125.0,Honda
149,Bajaj Pulsar AS200,51500.0,20600.0,First Owner,6.0,200.0,Bajaj
150,Bajaj Avenger 220cc,54200.0,5700.0,First Owner,6.0,220.0,Bajaj
151,Bajaj Avenger 220cc,48000.0,26000.0,First Owner,7.0,220.0,Bajaj
152,Honda Livo 110cc,40000.0,4000.0,First Owner,5.0,110.0,Honda
153,Yamaha FZ V,65000.0,8800.0,First Owner,3.0,150.0,Yamaha
154,Bajaj Pulsar 150cc,12999.0,65000.0,First Owner,13.0,150.0,Bajaj
155,KTM Duke 200cc,87000.0,20000.0,First Owner,6.0,200.0,KTM
156,Bajaj Avenger 220cc,45600.0,18000.0,Second Owner,5.0,220.0,Bajaj
157,Bajaj Pulsar 180cc,42000.0,58000.0,First Owner,7.0,180.0,Bajaj
158,Bajaj Pulsar NS200,47000.0,24445.0,First Owner,8.0,200.0,Bajaj
159,Bajaj Discover 100M,31000.0,34525.0,First Owner,7.0,100.0,Bajaj
160,Suzuki Gixxer SF,72500.0,19000.0,First Owner,4.0,150.0,Suzuki
161,Suzuki Gixxer 150cc,80999.0,4000.0,First Owner,3.0,150.0,Suzuki
162,Bajaj Pulsar RS200,85000.0,9148.0,First Owner,6.0,200.0,Bajaj
163,TVS Apache RTR,60000.0,16000.0,First Owner,5.0,160.0,TVS
164,Bajaj V15 150cc,49000.0,7524.0,First Owner,5.0,150.0,Bajaj
165,Hero Passion Pro,30000.0,23000.0,First Owner,8.0,100.0,Hero
166,Hero Splendor iSmart,56000.0,16500.0,First Owner,4.0,110.0,Hero
167,TVS Sport 100cc,28000.0,36000.0,First Owner,5.0,100.0,TVS
168,Yamaha SZ-RR 150cc,23600.0,22672.0,Second Owner,6.0,150.0,Yamaha
169,Royal Enfield Bullet,78000.0,34200.0,First Owner,6.0,350.0,Royal Enfield
170,Bajaj V15 150cc,45000.0,7000.0,First Owner,4.0,150.0,Bajaj
171,Royal Enfield‎ Bullet,60000.0,3490.0,First Owner,9.0,350.0,Royal Enfield
172,Bajaj Discover 150F,37000.0,13500.0,First Owner,5.0,150.0,Bajaj
173,Bajaj Pulsar RS200,70000.0,56353.0,First Owner,5.0,200.0,Bajaj
174,Bajaj Pulsar 220cc,40000.0,25000.0,First Owner,7.0,220.0,Bajaj
175,Yamaha Saluto 125cc,62000.0,1123.0,First Owner,2.0,125.0,Yamaha
176,Bajaj V15 150cc,44000.0,15000.0,First Owner,4.0,150.0,Bajaj
177,Royal Enfield Thunderbird,85000.0,31000.0,First Owner,7.0,350.0,Royal Enfield
178,Bajaj Avenger Cruise,51000.0,28000.0,First Owner,5.0,220.0,Bajaj
179,Bajaj Avenger Street,75000.0,11460.0,First Owner,3.0,220.0,Bajaj
180,Honda CBR 250R,85000.0,15000.0,First Owner,7.0,250.0,Honda
181,Hero Splendor Plus,31500.0,28653.0,First Owner,8.0,100.0,Hero
182,Bajaj V12 125cc,50000.0,3300.0,First Owner,4.0,125.0,Bajaj
183,Bajaj Discover 100M,29300.0,19000.0,First Owner,6.0,100.0,Bajaj
184,Bajaj V12 125cc,35740.0,20400.0,First Owner,4.0,125.0,Bajaj
185,Yamaha FZs 150cc,24500.0,25000.0,First Owner,10.0,150.0,Yamaha
186,Hero Karizma ZMR,45000.0,18000.0,First Owner,7.0,223.0,Hero
187,Bajaj Pulsar RS200,70000.0,56353.0,First Owner,5.0,200.0,Bajaj
188,Bajaj Discover 150F,37000.0,13500.0,First Owner,5.0,150.0,Bajaj
189,Royal Enfield Bullet,71000.0,11000.0,First Owner,9.0,350.0,Royal Enfield
190,Royal Enfield Bullet,78000.0,34200.0,First Owner,6.0,350.0,Royal Enfield
191,Bajaj V15 150cc,45000.0,7000.0,First Owner,4.0,150.0,Bajaj
192,Yamaha Fazer 25,80400.0,5100.0,Second Owner,4.0,250.0,Yamaha
193,Hero Karizma ZMR,57000.0,1500.0,First Owner,11.0,223.0,Hero
194,Hero Xpulse 200T,76000.0,3000.0,First Owner,2.0,200.0,Hero
195,Bajaj Pulsar 150cc,42100.0,22560.0,First Owner,11.0,150.0,Bajaj
196,Yamaha YZF-R15 S,73000.0,16658.0,First Owner,6.0,150.0,Yamaha
197,Honda CB Hornet,61200.0,29000.0,Second Owner,3.0,160.0,Honda
198,Royal Enfield Bullet,82000.0,29860.0,First Owner,7.0,350.0,Royal Enfield
199,Bajaj Pulsar 220cc,40000.0,25000.0,First Owner,7.0,220.0,Bajaj
200,TVS Apache RTR,80000.0,7000.0,First Owner,3.0,160.0,TVS
201,Suzuki Gixxer 150cc,81800.0,3700.0,First Owner,2.0,150.0,Suzuki
202,Bajaj Avenger 220cc,45900.0,27000.0,First Owner,6.0,220.0,Bajaj
203,Bajaj Pulsar NS200,86200.0,9300.0,First Owner,4.0,200.0,Bajaj
204,Hero Splendor Plus,40000.0,9000.0,First Owner,3.0,100.0,Hero
205,Hero Hunk 150cc,10000.0,21389.0,First Owner,12.0,150.0,Hero
206,Bajaj Pulsar NS200,46000.0,24374.0,First Owner,6.0,200.0,Bajaj
207,Royal Enfield‎ Bullet,60000.0,3490.0,First Owner,9.0,350.0,Royal Enfield
208,Honda Dream Yuga,23000.0,37000.0,First Owner,7.0,110.0,Honda
209,Bajaj Avenger Cruise,55250.0,7781.0,Second Owner,3.0,220.0,Bajaj
210,Hero Passion Xpro,58000.0,7758.0,First Owner,2.0,110.0,Hero
211,Yamaha FZ S,66000.0,8000.0,First Owner,3.0,150.0,Yamaha
212,Hero Karizma ZMR,55000.0,32000.0,First Owner,7.0,223.0,Hero
213,Royal Enfield Classic,89730.0,12100.0,First Owner,9.0,500.0,Royal Enfield
214,Hero HF Deluxe,18800.0,10401.0,First Owner,8.0,100.0,Hero
215,Honda CB Twister,20000.0,19211.0,First Owner,6.0,110.0,Honda
216,Royal Enfield Classic,88000.0,22500.0,First Owner,10.0,350.0,Royal Enfield
217,Bajaj Pulsar 125cc,47000.0,14009.0,First Owner,2.0,125.0,Bajaj
218,Honda CB Shine,81500.0,3000.0,First Owner,1.0,125.0,Honda
219,Bajaj CT 100,20000.0,30806.0,First Owner,5.0,100.0,Bajaj
220,Bajaj Pulsar 150cc,15000.0,55000.0,Second Owner,13.0,150.0,Bajaj
221,Bajaj V15 150cc,39000.0,5000.0,First Owner,5.0,150.0,Bajaj
222,Royal Enfield Classic,87000.0,15000.0,First Owner,7.0,350.0,Royal Enfield
223,Honda CBR 250R,85000.0,15000.0,First Owner,7.0,250.0,Honda
224,Honda CB Hornet,42000.0,19000.0,First Owner,5.0,160.0,Honda
225,Honda Dream Neo,45000.0,15000.0,First Owner,4.0,110.0,Honda
226,Royal Enfield Classic,87000.0,15000.0,First Owner,7.0,350.0,Royal Enfield
227,TVS Apache RTR,78700.0,3710.0,First Owner,2.0,160.0,TVS
228,Honda CBR 250R,62800.0,38400.0,Second Owner,7.0,250.0,Honda
229,Bajaj Pulsar AS150,35000.0,18000.0,First Owner,6.0,150.0,Bajaj
230,Bajaj V15 150cc,33800.0,17000.0,First Owner,5.0,150.0,Bajaj
231,Hero Passion Pro,32000.0,32000.0,First Owner,5.0,100.0,Hero
232,Hero Super Splendor,38000.0,21000.0,First Owner,4.0,125.0,Hero
233,Bajaj V15 150cc,35000.0,38717.0,First Owner,5.0,150.0,Bajaj
234,Hero Achiever 150cc,42000.0,1999.0,First Owner,3.0,150.0,Hero
235,TVS Apache 150cc,9350.0,39822.0,Second Owner,13.0,150.0,TVS
236,Hero HF Deluxe,36500.0,23000.0,First Owner,7.0,100.0,Hero
237,Hero Splendor Plus,38000.0,17376.0,Second Owner,5.0,100.0,Hero
238,Royal Enfield Standard,75000.0,33000.0,First Owner,8.0,350.0,Royal Enfield
239,Honda CB Hornet,42000.0,19000.0,First Owner,5.0,160.0,Honda
240,TVS Apache RTR,31500.0,20000.0,First Owner,8.0,160.0,TVS
241,Bajaj Pulsar AS150,35000.0,18000.0,First Owner,6.0,150.0,Bajaj
242,Honda CBR 250R,62800.0,38400.0,Second Owner,7.0,250.0,Honda
243,Royal Enfield Thunderbird,46000.0,35000.0,First Owner,16.0,350.0,Royal Enfield
244,TVS Apache 150cc,9350.0,39822.0,Second Owner,13.0,150.0,TVS
245,Bajaj V15 150cc,35000.0,18000.0,First Owner,5.0,150.0,Bajaj
246,Bajaj Pulsar NS160,65000.0,18000.0,First Owner,3.0,160.0,Bajaj
247,Honda CB Shine,25000.0,29000.0,First Owner,9.0,125.0,Honda
248,Honda CB Unicorn,89000.0,5000.0,First Owner,2.0,150.0,Honda
249,Honda CB Shine,33500.0,26000.0,Second Owner,12.0,125.0,Honda
250,Bajaj Pulsar 135LS,31000.0,31464.0,Second Owner,9.0,135.0,Bajaj
251,Suzuki Intruder 150cc,72000.0,7419.0,First Owner,3.0,150.0,Suzuki
252,Bajaj Pulsar 220F,74500.0,10000.0,First Owner,4.0,220.0,Bajaj
253,Bajaj CT 100,24000.0,6300.0,First Owner,4.0,100.0,Bajaj
254,Bajaj Pulsar 220cc,80000.0,17000.0,First Owner,3.0,220.0,Bajaj
255,Bajaj Pulsar 220cc,81000.0,22000.0,First Owner,3.0,220.0,Bajaj
256,Honda CB Shine,33500.0,26000.0,Second Owner,12.0,125.0,Honda
257,Bajaj Pulsar 135LS,31000.0,31464.0,Second Owner,9.0,135.0,Bajaj
258,Suzuki Intruder 150cc,72000.0,7419.0,First Owner,3.0,150.0,Suzuki
259,Bajaj Pulsar 220F,74500.0,10000.0,First Owner,4.0,220.0,Bajaj
260,Bajaj CT 100,24000.0,6300.0,First Owner,4.0,100.0,Bajaj
261,Bajaj Pulsar 220cc,80000.0,17000.0,First Owner,3.0,220.0,Bajaj
262,Bajaj Pulsar 220cc,81000.0,22000.0,First Owner,3.0,220.0,Bajaj
263,Hero Passion Pro,56500.0,10000.0,First Owner,2.0,110.0,Hero
264,Bajaj Pulsar 220cc,75000.0,16000.0,First Owner,4.0,220.0,Bajaj
265,Yamaha YZF-R15 150cc,72000.0,32542.0,First Owner,6.0,150.0,Yamaha
266,Suzuki Gixxer 150cc,73000.0,7461.0,First Owner,4.0,150.0,Suzuki
267,Bajaj Pulsar NS200,69500.0,28000.0,First Owner,6.0,200.0,Bajaj
268,TVS Apache RTR,78500.0,9800.0,First Owner,3.0,160.0,TVS
269,TVS Apache RTR,87000.0,7000.0,First Owner,2.0,160.0,TVS
270,TVS Apache RTR,40000.0,16688.0,Second Owner,6.0,180.0,TVS
271,Honda CB Twister,30000.0,11000.0,First Owner,13.0,110.0,Honda
272,Royal Enfield Thunderbird,74500.0,5432.0,Second Owner,6.0,350.0,Royal Enfield
273,TVS Apache RTR,75000.0,3419.0,First Owner,3.0,200.0,TVS
274,Hero Ignitor Disc,27500.0,25757.0,First Owner,8.0,125.0,Hero
275,TVS Apache 150cc,10200.0,71474.0,First Owner,12.0,150.0,TVS
276,Bajaj Avenger Street,57000.0,17000.0,First Owner,5.0,150.0,Bajaj
277,TVS Apache RTR,21000.0,34688.0,First Owner,13.0,160.0,TVS
278,Bajaj Pulsar NS160,68500.0,8100.0,First Owner,3.0,160.0,Bajaj
279,Hero Passion Pro,32000.0,32000.0,First Owner,5.0,100.0,Hero
280,Hero Super Splendor,38000.0,21000.0,First Owner,4.0,125.0,Hero
281,Bajaj V15 150cc,35000.0,38717.0,First Owner,5.0,150.0,Bajaj
282,TVS Apache RTR,75000.0,3419.0,First Owner,3.0,200.0,TVS
283,Suzuki Gixxer SF,50000.0,12000.0,First Owner,4.0,150.0,Suzuki
284,Hero Ignitor Disc,27500.0,25757.0,First Owner,8.0,125.0,Hero
285,Hero Glamour Disc,33000.0,17525.0,First Owner,5.0,125.0,Hero
286,Bajaj Pulsar 220cc,70000.0,5000.0,First Owner,4.0,220.0,Bajaj
287,Hero Passion Xpro,26000.0,28000.0,First Owner,8.0,110.0,Hero
288,Honda CB Shine,53000.0,25000.0,First Owner,5.0,125.0,Honda
289,Bajaj Avenger Street,76000.0,7500.0,First Owner,4.0,150.0,Bajaj
290,Bajaj V12 125cc,45000.0,10200.0,First Owner,4.0,125.0,Bajaj
291,Bajaj V15 150cc,60000.0,3500.0,First Owner,4.0,150.0,Bajaj
292,Hero Splendor iSmart,40000.0,15000.0,First Owner,4.0,110.0,Hero
293,Bajaj Discover 100M,25000.0,33000.0,First Owner,7.0,100.0,Bajaj
294,Hero HF Dawn,25000.0,40688.0,First Owner,5.0,100.0,Hero
295,Bajaj Pulsar 220F,75000.0,15000.0,First Owner,4.0,220.0,Bajaj
296,Bajaj Pulsar 180cc,53000.0,10000.0,First Owner,5.0,180.0,Bajaj
297,Suzuki Slingshot Plus,25000.0,16801.0,First Owner,6.0,125.0,Suzuki
298,Bajaj Pulsar 150cc,46500.0,21342.0,First Owner,5.0,150.0,Bajaj
299,Mahindra Centuro Rockstar,18999.0,38669.0,Third Owner,6.0,110.0,Mahindra
300,Mahindra Centuro 110cc,17800.0,10000.0,First Owner,8.0,110.0,Mahindra
301,Bajaj Pulsar 180cc,52000.0,17000.0,First Owner,4.0,180.0,Bajaj
302,Honda CB Hornet,70000.0,13500.0,First Owner,4.0,160.0,Honda
303,Yamaha YZF-R15 2.0,85000.0,7350.0,First Owner,5.0,150.0,Yamaha
304,Bajaj Pulsar RS200,78000.0,16000.0,First Owner,6.0,200.0,Bajaj
305,Royal Enfield Thunderbird,85000.0,12600.0,First Owner,7.0,350.0,Royal Enfield
306,Bajaj Pulsar 150cc,43000.0,32000.0,First Owner,5.0,150.0,Bajaj
307,TVS Apache RTR,50390.0,45949.0,First Owner,4.0,160.0,TVS
308,Yamaha FZ S,65000.0,33000.0,First Owner,4.0,150.0,Yamaha
309,Honda CBR 150R,55000.0,2000.0,First Owner,9.0,150.0,Honda
310,Hero Splendor Plus,53300.0,10000.0,First Owner,2.0,100.0,Hero
311,Bajaj Pulsar NS200,76000.0,10000.0,First Owner,4.0,200.0,Bajaj
312,Bajaj Discover 135cc,13600.0,87267.0,First Owner,13.0,135.0,Bajaj
313,TVS Apache RTR,73000.0,2100.0,First Owner,3.0,180.0,TVS
314,Bajaj Discover 125cc,17000.0,28130.0,Second Owner,8.0,125.0,Bajaj
315,Bajaj Discover 150cc,29000.0,39000.0,First Owner,6.0,150.0,Bajaj
316,Suzuki Gixxer SF,49000.0,7500.0,First Owner,5.0,150.0,Suzuki
317,Bajaj Discover 100M,30000.0,7334.0,First Owner,7.0,100.0,Bajaj
318,Bajaj Avenger Street,70000.0,3400.0,First Owner,4.0,150.0,Bajaj
319,Bajaj Pulsar NS160,65000.0,7000.0,First Owner,4.0,160.0,Bajaj
320,Hero Splendor Plus,65000.0,2600.0,First Owner,2.0,100.0,Hero
321,Bajaj Pulsar 150cc,28500.0,30000.0,First Owner,7.0,150.0,Bajaj
322,Bajaj Pulsar NS200,62400.0,8100.0,First Owner,4.0,200.0,Bajaj
323,Royal Enfield Bullet,85000.0,34000.0,First Owner,9.0,350.0,Royal Enfield
324,Bajaj Pulsar 150cc,66000.0,15000.0,First Owner,2.0,150.0,Bajaj
